Raza,Sexo,Peso,Largo,Cintura,Color,Talla,Edad,Reporte,Equipo,Fecha,Error,Tiempo
híbrido,hembra,539.27,35,15,marrón,sano,30,Ser. No.: 4653OK2-X - Date: 2024-02-19 14:46:38.685 - Status: OK,2,2024-02-19T19:46:38Z,FALSE,0.5518166661262512
híbrido,macho,NA,36,17,pintado,NA,19,Ser. No.: 0372EK3-Z - Date: 2024-02-19 14:49:15.853 - Status: OK,3,2024-02-19T19:49:15Z,FALSE,6.282516666253408
peruano,macho,785.63,28,20,negro,sano,37,Ser. No.: 0372EK3-Z - Date: 2024-02-19 14:49:58.877 - Status: OK,3,2024-02-19T19:49:58Z,FALSE,0.7170666694641114
peruano,hembra,791.39,23,16,marrón,gordo,15,Ser. No.: 4653OK2-X - Date: 2024-02-19 14:54:39.857 - Status: OK,2,2024-02-19T19:54:39Z,FALSE,8.019533336162567
peruano,macho,906.46,NA,19,blanco,sano,23,Ser. No.: 6543BF2-X - Date: 2024-02-19 14:54:59.026 - Status: OK,1,2024-02-19T19:54:59Z,FALSE,15.982050001621246
andino,macho,711.61,27,19,tricolor,sano,59,Ser. No.: 0372EK3-Z - Date: 2024-02-19 14:55:40.908 - Status: OK,3,2024-02-19T19:55:40Z,FALSE,5.700516664981842
abisinio,macho,756.54,21,NA,marrón oscuro,NA,27,Ser. No.: 0372EK3-Z - Date: 2024-02-19 14:57:49.599 - Status: OK,3,2024-02-19T19:57:49Z,FALSE,2.144849999745687
peruano,macho,NA,24,NA,blanco,NA,26,Ser. No.: 4653OK2-X - Date: 2024-02-19 15:02:14.849 - Status: OK,2,2024-02-19T20:02:14Z,FALSE,7.5831999977429705
peruano,hembra,726.5,25,20,blanco,sano,25,Ser. No.: 6543BF2-X - Date: 2024-02-19 15:02:16.581 - Status: OK,1,2024-02-19T20:02:16Z,FALSE,7.292583334445953
peruano,macho,NA,22,NA,negro,NA,32,Ser. No.: 6543BF2-X - Date: 2024-02-19 15:04:21.156 - Status: OK,1,2024-02-19T20:04:21Z,FALSE,2.0762499968210855
andino,macho,897.21,24,18,blanco,gordo,61,Ser. No.: 0372EK3-Z - Date: 2024-02-19 15:05:14.451 - Status: OK,3,2024-02-19T20:05:14Z,FALSE,7.41419999996821
peruano,macho,903.03,28,21,marrón,sano,15,Ser. No.: 4653OK2-X - Date: 2024-02-19 15:08:51.641 - Status: OK,2,2024-02-19T20:08:51Z,FALSE,6.613200000921885
peruano,macho,692.04,31,19,blanco,sano,21,Ser. No.: 6543BF2-X - Date: 2024-02-19 15:10:56.304 - Status: OK,1,2024-02-19T20:10:56Z,FALSE,6.58580000003179
peruano,macho,761.84,26,21,marrón,sano,59,Ser. No.: 6543BF2-X - Date: 2024-02-19 15:12:44.749 - Status: OK,1,2024-02-19T20:12:44Z,FALSE,1.8074166695276896
peruano,macho,937.15,NA,NA,blanco,NA,11,Ser. No.: 6543BF2-X - Date: 2024-02-19 15:14:04.824 - Status: OK,1,2024-02-19T20:14:04Z,FALSE,1.334583330154419
andino,hembra,722.25,20,16,blanco,gordo,44,Ser. No.: 4653OK2-X - Date: 2024-02-19 15:24:44.709 - Status: OK,2,2024-02-19T20:24:44Z,FALSE,15.884466667970022
peruano,hembra,636.72,27,NA,marrón,NA,40,Ser. No.: 4653OK2-X - Date: 2024-02-19 15:27:06.952 - Status: OK,2,2024-02-19T20:27:06Z,FALSE,2.37071666320165
abisinio,macho,553.22,22,16,marrón oscuro,sano,18,Ser. No.: 0372EK3-Z - Date: 2024-02-19 15:27:13.56 - Status: OK,3,2024-02-19T20:27:13Z,FALSE,21.985149999459583
peruano,hembra,826.19,30,NA,blanco,NA,15,Ser. No.: 0372EK3-Z - Date: 2024-02-19 15:27:50.125 - Status: OK,3,2024-02-19T20:27:50Z,FALSE,0.609416667620341
híbrido,hembra,NA,NA,17,blanco,NA,15,Ser. No.: 0372EK3-Z - Date: 2024-02-19 15:28:34.491 - Status: OK,3,2024-02-19T20:28:34Z,FALSE,0.7394333322842915
peruano,hembra,NA,NA,17,blanco,NA,46,Ser. No.: 0372EK3-Z - Date: 2024-02-19 15:29:11.096 - Status: OK,3,2024-02-19T20:29:11Z,FALSE,0.6100833336512248
andino,macho,958.13,26,NA,blanco,NA,64,Ser. No.: 6543BF2-X - Date: 2024-02-19 15:30:26.464 - Status: OK,1,2024-02-19T20:30:26Z,FALSE,16.36066666841507
peruano,macho,534.97,28,17,blanco,sano,40,Ser. No.: 6543BF2-X - Date: 2024-02-19 15:30:48.492 - Status: OK,1,2024-02-19T20:30:48Z,FALSE,0.3671333352724711
peruano,macho,862.63,28,19,blanco,sano,22,Ser. No.: 0372EK3-Z - Date: 2024-02-19 15:33:14.354 - Status: OK,3,2024-02-19T20:33:14Z,FALSE,4.054300002257029
abisinio,macho,NA,NA,16,marrón oscuro,NA,30,Ser. No.: 6543BF2-X - Date: 2024-02-19 15:33:35.039 - Status: OK,1,2024-02-19T20:33:35Z,FALSE,2.775783332188924
peruano,macho,776.07,21,21,marrón,sano,64,Ser. No.: 6543BF2-X - Date: 2024-02-19 15:35:09.281 - Status: OK,1,2024-02-19T20:35:09Z,FALSE,1.5706999977429708
abisinio,macho,NA,25,15,marrón oscuro,NA,66,Ser. No.: 0372EK3-Z - Date: 2024-02-19 15:35:16.108 - Status: OK,3,2024-02-19T20:35:16Z,FALSE,2.0292333324750262
peruano,hembra,503.8,24,17,negro,sano,48,Ser. No.: 0372EK3-Z - Date: 2024-02-19 15:36:09.223 - Status: OK,3,2024-02-19T20:36:09Z,FALSE,0.8852500001589457
peruano,macho,761.69,NA,20,blanco,sano,34,Ser. No.: 6543BF2-X - Date: 2024-02-19 15:37:11.93 - Status: OK,1,2024-02-19T20:37:11Z,FALSE,2.0441500027974446
americano,macho,755.53,24,NA,blanco,NA,14,Ser. No.: 6543BF2-X - Date: 2024-02-19 15:40:09.427 - Status: OK,1,2024-02-19T20:40:09Z,FALSE,2.958283332983653
peruano,macho,NA,25,20,negro,NA,36,Ser. No.: 4653OK2-X - Date: 2024-02-19 15:43:01.562 - Status: OK,2,2024-02-19T20:43:01Z,FALSE,15.910166668891907
peruano,macho,822.4,23,NA,negro,NA,49,Ser. No.: 6543BF2-X - Date: 2024-02-19 15:43:06.049 - Status: OK,1,2024-02-19T20:43:06Z,FALSE,2.9436999996503195
peruano,hembra,527.27,29,18,marrón,sano,44,Ser. No.: 4653OK2-X - Date: 2024-02-19 15:45:26.953 - Status: OK,2,2024-02-19T20:45:26Z,FALSE,2.423183333873749
andino,hembra,729.88,25,NA,negro,NA,32,Ser. No.: 0372EK3-Z - Date: 2024-02-19 15:45:51.007 - Status: OK,3,2024-02-19T20:45:51Z,FALSE,9.696399998664855
peruano,hembra,511.76,24,18,blanco,sano,46,Ser. No.: 6543BF2-X - Date: 2024-02-19 15:47:11.349 - Status: OK,1,2024-02-19T20:47:11Z,FALSE,4.088333332538605
abisinio,macho,527.88,21,17,negro,sano,30,Ser. No.: 4653OK2-X - Date: 2024-02-19 15:47:15.427 - Status: OK,2,2024-02-19T20:47:15Z,FALSE,1.8078999996185303
peruano,macho,NA,26,NA,blanco,NA,12,Ser. No.: 0372EK3-Z - Date: 2024-02-19 15:49:09.255 - Status: OK,3,2024-02-19T20:49:09Z,FALSE,3.304133335749308
peruano,macho,795.5,28,20,blanco,sano,19,Ser. No.: 6543BF2-X - Date: 2024-02-19 15:52:13.252 - Status: OK,1,2024-02-19T20:52:13Z,FALSE,5.031716668605805
andino,macho,796.71,27,17,blanco,gordo,18,Ser. No.: 0372EK3-Z - Date: 2024-02-19 15:56:49.174 - Status: OK,3,2024-02-19T20:56:49Z,FALSE,7.665316665172577
peruano,hembra,NA,24,20,blanco,NA,49,Ser. No.: 4653OK2-X - Date: 2024-02-19 16:01:14.533 - Status: OK,2,2024-02-19T21:01:14Z,FALSE,13.985099999109904
andino,macho,793.51,23,17,tricolor,gordo,57,Ser. No.: 0372EK3-Z - Date: 2024-02-19 16:02:11.666 - Status: OK,3,2024-02-19T21:02:11Z,FALSE,5.3748666644096375
peruano,macho,846.23,28,20,marrón,sano,17,Ser. No.: 4653OK2-X - Date: 2024-02-19 16:02:21.19 - Status: OK,2,2024-02-19T21:02:21Z,FALSE,1.1109500010808309
andino,hembra,NA,NA,NA,blanco,NA,31,Ser. No.: 0372EK3-Z - Date: 2024-02-19 16:10:11.267 - Status: OK,3,2024-02-19T21:10:11Z,FALSE,7.993350001176198
peruano,macho,926.07,33,NA,blanco,NA,53,Ser. No.: 6543BF2-X - Date: 2024-02-19 16:10:17.151 - Status: OK,1,2024-02-19T21:10:17Z,FALSE,18.064983332157134
híbrido,macho,717.88,28,20,tricolor,sano,37,Ser. No.: 6543BF2-X - Date: 2024-02-19 16:15:43.377 - Status: OK,1,2024-02-19T21:15:43Z,FALSE,5.437100001176199
peruano,macho,951.53,27,20,pintado,sano,45,Ser. No.: 4653OK2-X - Date: 2024-02-19 16:16:35.808 - Status: OK,2,2024-02-19T21:16:35Z,FALSE,14.24363333384196
peruano,hembra,692.63,26,18,blanco,sano,44,Ser. No.: 0372EK3-Z - Date: 2024-02-19 16:16:48.944 - Status: OK,3,2024-02-19T21:16:48Z,FALSE,6.627950000762939
híbrido,macho,1225.75,36,21,pintado,gordo,40,Ser. No.: 6543BF2-X - Date: 2024-02-19 16:17:18.453 - Status: OK,1,2024-02-19T21:17:18Z,FALSE,1.584599999586741
peruano,macho,803.07,28,19,blanco,sano,41,Ser. No.: 6543BF2-X - Date: 2024-02-19 16:21:09.608 - Status: OK,1,2024-02-19T21:21:09Z,FALSE,3.8525833328564962
peruano,hembra,NA,NA,18,marrón,NA,21,Ser. No.: 6543BF2-X - Date: 2024-02-19 16:22:14.412 - Status: OK,1,2024-02-19T21:22:14Z,FALSE,1.0800666650136312
peruano,hembra,608.44,26,19,pintado,sano,50,Ser. No.: 4653OK2-X - Date: 2024-02-19 16:22:26.269 - Status: OK,2,2024-02-19T21:22:26Z,FALSE,5.841016666094462
peruano,hembra,596.85,NA,18,blanco,sano,64,Ser. No.: 0372EK3-Z - Date: 2024-02-19 16:25:11.126 - Status: OK,3,2024-02-19T21:25:11Z,FALSE,8.369699998696644
híbrido,hembra,1437.85,23,25,tricolor,sano,33,Ser. No.: 0372EK3-Z - Date: 2024-02-19 16:25:33.014 - Status: OK,3,2024-02-19T21:25:33Z,FALSE,0.3648000001907349
peruano,macho,911.28,26,NA,blanco,NA,15,Ser. No.: 0372EK3-Z - Date: 2024-02-19 16:26:02.452 - Status: OK,3,2024-02-19T21:26:02Z,FALSE,0.4906333327293396
andino,macho,966.52,27,17,blanco,gordo,59,Ser. No.: 6543BF2-X - Date: 2024-02-19 16:30:49.979 - Status: OK,1,2024-02-19T21:30:49Z,FALSE,8.592783335844675
americano,macho,1038.69,26,25,negro,sano,45,Ser. No.: 4653OK2-X - Date: 2024-02-19 16:31:04.248 - Status: OK,2,2024-02-19T21:31:04Z,FALSE,8.632983330885569
andino,macho,859.61,25,NA,negro,NA,13,Ser. No.: 6543BF2-X - Date: 2024-02-19 16:31:53.908 - Status: OK,1,2024-02-19T21:31:53Z,FALSE,1.0654833316802979
peruano,macho,797.3,27,21,pintado,sano,24,Ser. No.: 4653OK2-X - Date: 2024-02-19 16:34:11.55 - Status: OK,2,2024-02-19T21:34:11Z,FALSE,3.1217000007629396
andino,macho,900.84,28,19,blanco,gordo,53,Ser. No.: 4653OK2-X - Date: 2024-02-19 16:35:23.681 - Status: OK,2,2024-02-19T21:35:23Z,FALSE,1.2021833340326944
peruano,hembra,NA,23,17,blanco,NA,46,Ser. No.: 0372EK3-Z - Date: 2024-02-19 16:36:50.342 - Status: OK,3,2024-02-19T21:36:50Z,FALSE,10.79816666841507
peruano,hembra,786.06,25,15,marrón,gordo,41,Ser. No.: 0372EK3-Z - Date: 2024-02-19 16:38:56.559 - Status: OK,3,2024-02-19T21:38:56Z,FALSE,2.1036166667938234
abisinio,macho,505.72,23,NA,marrón oscuro,NA,30,Ser. No.: 0372EK3-Z - Date: 2024-02-19 16:41:57.828 - Status: OK,3,2024-02-19T21:41:57Z,FALSE,3.021150000890096
peruano,macho,872.86,NA,21,negro,sano,55,Ser. No.: 6543BF2-X - Date: 2024-02-19 16:43:00.428 - Status: OK,1,2024-02-19T21:43:00Z,FALSE,11.108666666348775
peruano,macho,884.93,28,NA,blanco,NA,50,Ser. No.: 6543BF2-X - Date: 2024-02-19 16:43:20.775 - Status: OK,1,2024-02-19T21:43:20Z,FALSE,0.33911666870117185
peruano,hembra,NA,25,18,blanco,NA,50,Ser. No.: 6543BF2-X - Date: 2024-02-19 16:44:26.4 - Status: OK,1,2024-02-19T21:44:26Z,FALSE,1.09375
peruano,macho,701.52,22,NA,blanco,NA,48,Ser. No.: 0372EK3-Z - Date: 2024-02-19 16:49:10.768 - Status: OK,3,2024-02-19T21:49:10Z,FALSE,7.215666663646698
andino,macho,940.78,24,18,negro,gordo,15,Ser. No.: 4653OK2-X - Date: 2024-02-19 16:52:01.211 - Status: OK,2,2024-02-19T21:52:01Z,FALSE,16.625499999523164
andino,hembra,763.3,NA,15,blanco,gordo,35,Ser. No.: 4653OK2-X - Date: 2024-02-19 16:52:54.592 - Status: OK,2,2024-02-19T21:52:54Z,FALSE,0.8896833340326945
peruano,macho,NA,30,NA,blanco,NA,20,Ser. No.: 0372EK3-Z - Date: 2024-02-19 16:54:27.329 - Status: OK,3,2024-02-19T21:54:27Z,FALSE,5.276016668478648
peruano,macho,883.8,32,20,blanco,sano,28,Ser. No.: 0372EK3-Z - Date: 2024-02-19 16:55:19.067 - Status: OK,3,2024-02-19T21:55:19Z,FALSE,0.8622999986012777
peruano,macho,892.79,NA,20,blanco,sano,47,Ser. No.: 0372EK3-Z - Date: 2024-02-19 16:56:03.211 - Status: OK,3,2024-02-19T21:56:03Z,FALSE,0.7357333342234293
híbrido,macho,1176.45,20,NA,pintado,NA,54,Ser. No.: 4653OK2-X - Date: 2024-02-19 17:01:00.599 - Status: OK,2,2024-02-19T22:01:00Z,FALSE,8.10011666615804
peruano,macho,NA,NA,20,blanco,NA,27,Ser. No.: 6543BF2-X - Date: 2024-02-19 17:02:18.284 - Status: OK,1,2024-02-19T22:02:18Z,FALSE,17.864733330408733
andino,hembra,732.53,NA,16,blanco,gordo,47,Ser. No.: 0372EK3-Z - Date: 2024-02-19 17:02:21.151 - Status: OK,3,2024-02-19T22:02:21Z,FALSE,6.299000000953674
andino,hembra,725.41,27,NA,tricolor,NA,26,Ser. No.: 4653OK2-X - Date: 2024-02-20 08:00:22.396 - Status: OK,2,2024-02-20T13:00:22Z,FALSE,NA
peruano,hembra,706.15,NA,NA,blanco,NA,39,Ser. No.: 6543BF2-X - Date: 2024-02-20 08:07:52.407 - Status: OK,1,2024-02-20T13:07:52Z,FALSE,NA
peruano,macho,946.03,NA,NA,negro,NA,14,Ser. No.: 0372EK3-Z - Date: 2024-02-20 08:08:22.036 - Status: OK,3,2024-02-20T13:08:22Z,FALSE,NA
abisinio,macho,675.1,25,16,gris,gordo,62,Ser. No.: 6543BF2-X - Date: 2024-02-20 08:14:28.287 - Status: OK,1,2024-02-20T13:14:28Z,FALSE,6.597999997933706
peruano,hembra,640.92,24,19,blanco,sano,34,Ser. No.: 0372EK3-Z - Date: 2024-02-20 08:17:19.829 - Status: OK,3,2024-02-20T13:17:19Z,FALSE,8.963216666380564
híbrido,macho,1321.36,26,27,tricolor,sano,44,Ser. No.: 0372EK3-Z - Date: 2024-02-20 08:24:03.066 - Status: OK,3,2024-02-20T13:24:03Z,FALSE,6.720616666475932
híbrido,hembra,863.94,36,17,tricolor,gordo,40,Ser. No.: 0372EK3-Z - Date: 2024-02-20 08:29:05.837 - Status: OK,3,2024-02-20T13:29:05Z,FALSE,5.0461833318074545
híbrido,hembra,674.45,19,NA,blanco,NA,32,Ser. No.: 4653OK2-X - Date: 2024-02-20 08:31:56.584 - Status: OK,2,2024-02-20T13:31:56Z,FALSE,31.56980000336965
peruano,macho,682.48,NA,NA,pintado,NA,59,Ser. No.: 6543BF2-X - Date: 2024-02-20 08:33:12.785 - Status: OK,1,2024-02-20T13:33:12Z,FALSE,18.74163333574931
peruano,macho,724.48,NA,NA,negro,NA,47,Ser. No.: 6543BF2-X - Date: 2024-02-20 08:35:56.134 - Status: OK,1,2024-02-20T13:35:56Z,FALSE,2.7224833329518634
andino,macho,642.47,NA,18,negro,sano,38,Ser. No.: 6543BF2-X - Date: 2024-02-20 08:40:13.518 - Status: OK,1,2024-02-20T13:40:13Z,FALSE,4.289733330408732
andino,hembra,NA,24,15,tricolor,NA,36,Ser. No.: 6543BF2-X - Date: 2024-02-20 08:44:39.669 - Status: OK,1,2024-02-20T13:44:39Z,FALSE,4.435850000381469
peruano,hembra,677.35,25,19,marrón,sano,49,Ser. No.: 6543BF2-X - Date: 2024-02-20 08:45:59.015 - Status: OK,1,2024-02-20T13:45:59Z,FALSE,1.322433336575826
peruano,macho,794.61,23,19,blanco,sano,48,Ser. No.: 6543BF2-X - Date: 2024-02-20 08:48:55.572 - Status: OK,1,2024-02-20T13:48:55Z,FALSE,2.9426166653633117
peruano,macho,768.12,NA,20,negro,sano,63,Ser. No.: 6543BF2-X - Date: 2024-02-20 08:49:21.819 - Status: OK,1,2024-02-20T13:49:21Z,FALSE,0.43744999965031944
abisinio,macho,613.6,25,NA,marrón oscuro,NA,50,Ser. No.: 4653OK2-X - Date: 2024-02-20 08:51:37.321 - Status: OK,2,2024-02-20T13:51:37Z,FALSE,19.678949999809266
peruano,hembra,766.96,26,16,blanco,gordo,56,Ser. No.: 0372EK3-Z - Date: 2024-02-20 08:52:03.878 - Status: OK,3,2024-02-20T13:52:03Z,FALSE,22.967350002129873
peruano,hembra,727.63,31,17,negro,sano,31,Ser. No.: 6543BF2-X - Date: 2024-02-20 08:53:05.667 - Status: OK,1,2024-02-20T13:53:05Z,FALSE,3.730800000826518
andino,macho,755.65,25,18,negro,sano,17,Ser. No.: 4653OK2-X - Date: 2024-02-20 08:54:19.273 - Status: OK,2,2024-02-20T13:54:19Z,FALSE,2.6991999983787536
andino,macho,821.45,24,18,marrón,gordo,48,Ser. No.: 6543BF2-X - Date: 2024-02-20 08:54:50.924 - Status: OK,1,2024-02-20T13:54:50Z,FALSE,1.754283332824707
peruano,macho,NA,24,21,negro,NA,22,Ser. No.: 0372EK3-Z - Date: 2024-02-20 08:56:06.996 - Status: OK,3,2024-02-20T13:56:06Z,FALSE,4.051966667175293
peruano,hembra,871.72,27,18,blanco,gordo,24,Ser. No.: 0372EK3-Z - Date: 2024-02-20 08:57:24.355 - Status: OK,3,2024-02-20T13:57:24Z,FALSE,1.2893166661262512
abisinio,macho,NA,NA,17,gris,NA,16,Ser. No.: 0372EK3-Z - Date: 2024-02-20 08:57:25.514 - Status: OK,3,2024-02-20T13:57:25Z,FALSE,0.019316665331522622
peruano,macho,762.06,29,NA,marrón,NA,49,Ser. No.: 0372EK3-Z - Date: 2024-02-20 09:00:54.073 - Status: OK,3,2024-02-20T14:00:54Z,FALSE,3.4759833335876467
andino,hembra,623.6,20,18,rojizo,sano,22,Ser. No.: 4653OK2-X - Date: 2024-02-20 09:17:27.745 - Status: OK,2,2024-02-20T14:17:27Z,FALSE,23.141199998060863
andino,macho,814.8,26,NA,blanco,NA,27,Ser. No.: 4653OK2-X - Date: 2024-02-20 09:25:24.465 - Status: OK,2,2024-02-20T14:25:24Z,FALSE,7.94533333381017
peruano,macho,743.82,33,19,blanco,sano,26,Ser. No.: 0372EK3-Z - Date: 2024-02-20 09:28:57.164 - Status: OK,3,2024-02-20T14:28:57Z,FALSE,28.05151666800181
peruano,macho,796.41,28,NA,pintado,NA,57,Ser. No.: 6543BF2-X - Date: 2024-02-20 09:32:45.099 - Status: OK,1,2024-02-20T14:32:45Z,FALSE,37.902916665871935
andino,hembra,696.81,NA,NA,rojizo,NA,33,Ser. No.: 4653OK2-X - Date: 2024-02-20 09:40:27.534 - Status: OK,2,2024-02-20T14:40:27Z,FALSE,15.051150000095367
peruano,macho,726.16,21,NA,marrón,NA,54,Ser. No.: 4653OK2-X - Date: 2024-02-20 09:48:54.655 - Status: OK,2,2024-02-20T14:48:54Z,FALSE,8.452016667524974
peruano,hembra,769.45,27,NA,pintado,NA,31,Ser. No.: 4653OK2-X - Date: 2024-02-20 09:50:10.799 - Status: OK,2,2024-02-20T14:50:10Z,FALSE,1.2690666675567628
peruano,hembra,NA,NA,NA,blanco,NA,NA,Ser. No.: 0372EK3-Z - Date: 2024-02-20 09:52:50.11 - Status: ERR,3,2024-02-20T14:52:50Z,TRUE,23.882433331012727
peruano,macho,847.92,27,NA,negro,NA,53,Ser. No.: 6543BF2-X - Date: 2024-02-20 10:09:10.357 - Status: OK,1,2024-02-20T15:09:10Z,FALSE,36.4209666689237
híbrido,hembra,1049.34,34,21,marrón,sano,52,Ser. No.: 0372EK3-Z - Date: 2024-02-20 10:13:34.412 - Status: OK,3,2024-02-20T15:13:34Z,FALSE,20.738366667429606
andino,macho,679.87,NA,16,blanco,gordo,14,Ser. No.: 6543BF2-X - Date: 2024-02-20 10:14:20.125 - Status: OK,1,2024-02-20T15:14:20Z,FALSE,5.162799998124441
andino,hembra,712.5,27,16,tricolor,gordo,38,Ser. No.: 4653OK2-X - Date: 2024-02-20 10:15:31.302 - Status: OK,2,2024-02-20T15:15:31Z,FALSE,25.341716667016346
peruano,macho,909.94,33,NA,blanco,NA,22,Ser. No.: 0372EK3-Z - Date: 2024-02-20 10:15:42.295 - Status: OK,3,2024-02-20T15:15:42Z,FALSE,2.1313833355903626
peruano,hembra,712.42,19,19,negro,sano,36,Ser. No.: 0372EK3-Z - Date: 2024-02-20 10:18:01.39 - Status: OK,3,2024-02-20T15:18:01Z,FALSE,2.318250000476837
andino,macho,886.52,NA,19,rojizo,sano,36,Ser. No.: 6543BF2-X - Date: 2024-02-20 10:21:06.264 - Status: OK,1,2024-02-20T15:21:06Z,FALSE,6.768983332316081
peruano,macho,NA,23,20,negro,NA,34,Ser. No.: 6543BF2-X - Date: 2024-02-20 10:22:22.255 - Status: OK,1,2024-02-20T15:22:22Z,FALSE,1.266516669591268
andino,hembra,671.59,20,17,marrón,sano,54,Ser. No.: 0372EK3-Z - Date: 2024-02-20 10:24:07.39 - Status: OK,3,2024-02-20T15:24:07Z,FALSE,6.1
abisinio,macho,578.55,22,17,marrón oscuro,sano,50,Ser. No.: 6543BF2-X - Date: 2024-02-20 10:25:32.41 - Status: OK,1,2024-02-20T15:25:32Z,FALSE,3.1692499995231627
abisinio,macho,511.37,23,NA,marrón oscuro,NA,24,Ser. No.: 6543BF2-X - Date: 2024-02-20 10:26:14.686 - Status: OK,1,2024-02-20T15:26:14Z,FALSE,0.7046000003814697
andino,hembra,803.33,22,NA,negro,NA,48,Ser. No.: 6543BF2-X - Date: 2024-02-20 10:27:30.838 - Status: OK,1,2024-02-20T15:27:30Z,FALSE,1.2691999991734824
peruano,macho,NA,28,NA,negro,NA,13,Ser. No.: 0372EK3-Z - Date: 2024-02-20 10:28:10.176 - Status: OK,3,2024-02-20T15:28:10Z,FALSE,4.046433333555857
peruano,macho,683.51,26,20,blanco,sano,43,Ser. No.: 0372EK3-Z - Date: 2024-02-20 10:33:55.497 - Status: OK,3,2024-02-20T15:33:55Z,FALSE,5.755349997679392
andino,macho,922.56,27,19,negro,gordo,26,Ser. No.: 4653OK2-X - Date: 2024-02-20 10:34:26.695 - Status: OK,2,2024-02-20T15:34:26Z,FALSE,18.923216664791106
andino,hembra,603.73,21,15,rojizo,gordo,22,Ser. No.: 6543BF2-X - Date: 2024-02-20 10:39:22.397 - Status: OK,1,2024-02-20T15:39:22Z,FALSE,11.85931666692098
andino,macho,778.27,24,NA,negro,NA,18,Ser. No.: 4653OK2-X - Date: 2024-02-20 10:49:58.036 - Status: OK,2,2024-02-20T15:49:58Z,FALSE,15.522350001335145
híbrido,macho,1110.18,26,NA,tricolor,NA,25,Ser. No.: 6543BF2-X - Date: 2024-02-20 10:56:59.264 - Status: OK,1,2024-02-20T15:56:59Z,FALSE,17.61444999774297
peruano,hembra,680.76,24,19,pintado,sano,19,Ser. No.: 6543BF2-X - Date: 2024-02-20 11:01:00.563 - Status: OK,1,2024-02-20T16:01:00Z,FALSE,4.021650000413259
andino,macho,780.22,NA,17,negro,gordo,28,Ser. No.: 0372EK3-Z - Date: 2024-02-20 11:04:22.947 - Status: OK,3,2024-02-20T16:04:22Z,FALSE,30.457500000794727
andino,macho,709.95,NA,19,marrón,sano,34,Ser. No.: 0372EK3-Z - Date: 2024-02-20 11:05:18.514 - Status: OK,3,2024-02-20T16:05:18Z,FALSE,0.9261166652043661
andino,macho,700.49,25,18,blanco,sano,28,Ser. No.: 4653OK2-X - Date: 2024-02-20 11:06:03.15 - Status: OK,2,2024-02-20T16:06:03Z,FALSE,16.085233334700266
peruano,macho,829.68,23,NA,blanco,NA,63,Ser. No.: 4653OK2-X - Date: 2024-02-20 11:07:13.091 - Status: OK,2,2024-02-20T16:07:13Z,FALSE,1.1656833330790202
peruano,macho,NA,26,20,pintado,NA,28,Ser. No.: 0372EK3-Z - Date: 2024-02-20 11:11:42.484 - Status: OK,3,2024-02-20T16:11:42Z,FALSE,6.399500000476837
abisinio,macho,625.98,20,17,marrón oscuro,sano,20,Ser. No.: 4653OK2-X - Date: 2024-02-20 11:13:47.854 - Status: OK,2,2024-02-20T16:13:47Z,FALSE,6.579383333524068
peruano,hembra,831.77,23,17,blanco,gordo,64,Ser. No.: 0372EK3-Z - Date: 2024-02-20 11:16:14.06 - Status: OK,3,2024-02-20T16:16:14Z,FALSE,4.526266666253408
peruano,hembra,NA,26,NA,blanco,NA,57,Ser. No.: 6543BF2-X - Date: 2024-02-20 11:19:25.78 - Status: OK,1,2024-02-20T16:19:25Z,FALSE,18.42028333346049
peruano,hembra,NA,NA,NA,negro,NA,64,Ser. No.: 0372EK3-Z - Date: 2024-02-20 11:20:41.969 - Status: OK,3,2024-02-20T16:20:41Z,FALSE,4.465150002638499
peruano,hembra,759.76,26,18,blanco,sano,15,Ser. No.: 0372EK3-Z - Date: 2024-02-20 11:20:48.172 - Status: OK,3,2024-02-20T16:20:48Z,FALSE,0.10338333050409952
peruano,macho,839.25,NA,19,blanco,sano,47,Ser. No.: 6543BF2-X - Date: 2024-02-20 11:22:59.857 - Status: OK,1,2024-02-20T16:22:59Z,FALSE,3.5679500023523967
peruano,hembra,605.03,28,17,blanco,sano,27,Ser. No.: 0372EK3-Z - Date: 2024-02-20 11:24:07.6 - Status: OK,3,2024-02-20T16:24:07Z,FALSE,3.323799999554952
híbrido,hembra,1586.41,NA,26,marrón,sano,18,Ser. No.: 6543BF2-X - Date: 2024-02-20 11:25:25.409 - Status: OK,1,2024-02-20T16:25:25Z,FALSE,2.425866663455963
andino,macho,847.51,25,NA,negro,NA,34,Ser. No.: 0372EK3-Z - Date: 2024-02-20 11:26:08.471 - Status: OK,3,2024-02-20T16:26:08Z,FALSE,2.0145166675249735
peruano,macho,751.69,NA,19,pintado,sano,51,Ser. No.: 0372EK3-Z - Date: 2024-02-20 11:28:53.902 - Status: OK,3,2024-02-20T16:28:53Z,FALSE,2.757183333237966
abisinio,macho,426.04,22,18,negro,flaco,57,Ser. No.: 0372EK3-Z - Date: 2024-02-20 11:30:41.785 - Status: OK,3,2024-02-20T16:30:41Z,FALSE,1.7980500022570292
andino,macho,619.85,33,18,negro,sano,44,Ser. No.: 0372EK3-Z - Date: 2024-02-20 11:32:45.679 - Status: OK,3,2024-02-20T16:32:45Z,FALSE,2.064899996916453
