Raza,Sexo,Peso,Largo,Cintura,Color,Talla,Edad
Cuy andino,Macho,545.07,21,NA,tricolor,NA,59
andino,H,627.26,25,16,blanco,gordo,59
Peruano,macho,1025.06,29,NA,blanco,NA,21
Cuy Abismo,M,629.54,23,16,gris,Gordo,60
Cuy peruano,Macho,723.74,NA,18,blanco,Sano,45
peruano,h,NA,27,NA,Blanco,NA,57
Cuy Peruano,h,631.53,NA,19,Marrón,Sano,13
Cuy andino,hembra,NA,22,17,Tricolor,NA,13
andino,Hembra,676.2,18,16,blanco,Sano,54
Cuy peruano,macho,646.61,29,19,Blanco,sano,14
Peruano,H,701.77,NA,19,Blanco,Sano,31
Cuy andino,h,696.92,26,17,Negro,Sano,57
Cuy americano,Hembra,NA,33,21,blancoo,NA,32
peruano,macho,894.59,27,21,Pintado,sano,37
peruano,Hembra,NA,25,NA,Pintado,NA,38
Cuy andino,Macho,734.46,25,17,Negro,Gordo,38
Cuy Peruano,macho,NA,31,NA,marrón,NA,64
Cuy Peruano,Macho,NA,24,22,blanco,NA,41
Cuy Andino,h,650.4,23,NA,Blanco,NA,47
Cuy Andino,Hembra,707.93,23,15,rojizo,Gordo,16
Cuy Peruano,Hembra,792.57,25,NA,Blanco,NA,25
peruano,h,733.51,24,18,Negro,sano,41
Andino,Macho,836.38,19,20,Marrón,Sano,38
Andino,M,723.24,26,18,Marrón,sano,29
peruano,hembra,887.89,28,NA,Negro,NA,49
Cuy Peruano,macho,636.46,30,19,marrón,Sano,36
Cuy peruano,H,790.16,NA,19,negro,Sano,60
Híbrido,h,401.65,26,16,tricolor,Sano,12
Peruano,M,876.67,25,NA,Blanco,NA,44
andino,H,719.22,21,16,Blanco,Gordo,15
Cuy Peruano,h,610.71,23,NA,Pintado,NA,36
Peruano,m,829.9,30,20,blanco,Sano,50
Cuy híbrido,M,1043.51,NA,NA,Tricolor,NA,14
andino,m,713.39,27,NA,Marrón,NA,27
Cuy Americano,m,962.99,27,20,blanco,Sano,49
Cuy abisinio,macho,713.63,25,16,Marrón Oscuro,Gordo,63
Cuy abisinio,macho,625.78,23,15,Negro,gordo,38
Cuy Andino,Hembra,785.64,22,16,marrón,Gordo,30
Cuy peruano,m,1011.96,NA,NA,Negro,NA,35
Cuy Peruano,macho,NA,NA,20,Blanco,NA,19
andino,Macho,885.56,32,18,Negro,Gordo,32
Cuy Peruano,Macho,969.79,NA,20,negro,Gordo,62
peruano,hembra,657.37,29,17,Negro,Sano,48
Andino,Hembra,NA,21,NA,negro,NA,35
Cuy Abisinio,macho,621.19,NA,17,Gris,sano,37
Peruano,Hembra,652.55,23,18,Marrón,Sano,63
Cuy Peruano,macho,810.56,27,NA,blanco,NA,14
Peruano,H,646.26,22,NA,marrón,NA,17
Cuy Peruano,Macho,860.69,25,NA,Negro,NA,22
peruano,macho,928.01,28,NA,Blanco,NA,46
Peruano,Macho,836.21,22,21,blanco,Sano,46
NA,macho,563.78,NA,22,tricolor,Flaco,48
Cuy andino,Macho,703.2,26,18,blanco,sano,39
Peruano,M,873.62,31,NA,Blanco,NA,16
Andino,Macho,773.61,27,17,negro,Gordo,19
Andino,Macho,871.24,27,NA,Marrón,NA,19
Peruano,hembra,781.58,25,NA,pintado,NA,50
Abisinio,M,516.43,23,16,Marrón Oscuro,Sano,24
Cuy Peruano,m,981.44,30,NA,Blanco,NA,60
Cuy Andino,macho,742.97,29,NA,negro,NA,43
Andino,Macho,489.78,22,18,Blanco,flaco,34
Cuy Peruano,Hembra,626.37,NA,19,Marrón,Sano,51
Cuy Andino,Macho,705.28,28,18,negro,sano,21
Cuy andino,m,711.8,30,18,Negro,sano,39
Peruano,Macho,NA,27,19,negro,NA,39
Cuy peruano,Macho,950.91,NA,NA,Blanco,NA,57
Peruano,Hembra,NA,31,17,Blanco,NA,53
Cuy peruano,m,NA,28,NA,pintado,NA,55
peruano,Macho,645.16,NA,19,Blanco,Sano,46
Cuy Peruano,H,612.86,NA,17,Marrón,sano,23
Cuy Peruano,macho,788.1,32,NA,Pintado,NA,65
Andino,M,817.32,26,19,rojizo,sano,28
Peruano,hembra,NA,30,18,Negro,NA,49
Cuy Peruano,Macho,742.7,24,NA,Negro,NA,55
Abisinio,Macho,619.68,26,16,marrón oscuro,Sano,28
Cuy peruano,H,623.14,26,NA,negro,NA,31
Cuy peruano,macho,967.87,23,NA,Blanco,NA,48
Cuy peruano,macho,1033.81,31,20,Negro,Gordo,60
Peruano,Macho,808.36,31,19,Negro,sano,33
Cuy Abisinio,m,555.21,21,NA,Negro,NA,50
Peruano,h,NA,26,19,Negro,NA,33
andino,macho,626.88,28,NA,Negro,NA,34
Cuy peruano,macho,NA,27,18,blanco,NA,51
Cuy Andino,macho,743.61,29,17,Negro,gordo,22
Peruano,Macho,756.37,22,NA,negro,NA,32
hibrido,M,NA,21,24,pintado,NA,18
Cuy peruano,macho,784.42,NA,21,Blanco,Sano,65
Cuy Peruano,h,775.15,NA,18,Marrón,Sano,25
Cuy abisinio,Macho,NA,24,16,Marrón Oscuro,NA,64
Cuy Peruano,macho,818.25,30,20,negro,Sano,33
Cuy Peruano,H,713.87,26,18,blanco,sano,56
andino,Macho,868.56,26,17,Blanco,gordo,59
peruano,Macho,761.39,NA,20,Blanco,Sano,57
Cuy peruano,h,875.39,26,19,Negro,Sano,57
Cuy Peruano,M,NA,23,NA,Blanco,NA,43
aNDino,macho,810.76,28,17,marrón,gordo,29
Andino,h,734.76,25,17,tricolor,Sano,50
Cuy,macho,710.98,37,NA,Tricolor,NA,11
Peruano,h,684.67,NA,NA,Marrón,NA,58
Cuy peruano,Hembra,760.21,29,18,Blanco,sanoo,64
Peruano,m,867.95,31,20,Marrón,Sano,22
Cuy Peruano,macho,901.08,NA,19,blanco,gordo,54
Cuy abisinio,m,627.64,24,17,Negro,sano,18
Peruano,H,639.21,NA,18,negro,sano,19
Hibrido,m,673.53,NA,NA,tricolor,NA,57
Cuy Peruano,m,967.47,27,NA,Pintado,NA,18
Cuy,m,658.38,16,21,Tricolor,Flaco,64
Cuy Peruano,Macho,NA,27,19,Negro,NA,66
peruano,H,665.26,19,17,Marrón,Sano,41
peruano,Hembra,752.99,27,NA,blanco,NA,23
Cuy andino,m,822.39,22,19,Negro,Sano,65
Americano,M,871.66,25,20,blanco,sano,30
Cuy Peruano,Macho,738.02,31,NA,pintado,NA,55
Cuy americano,Macho,945.86,37,21,Blanco,sano,45
Peruano,Macho,790.63,26,19,Negro,Sano,46
Cuy Andino,Macho,NA,25,18,negro,NA,40
Cuy americano,h,NA,NA,20,tricolor,NA,63
Cuy Americano,Hembra,995.9,28,18,marrón,Gordo,54
Cuy Peruano,Macho,639.25,28,NA,negro,NA,20
Andino,h,795.82,22,NA,Negro,NA,44
Cuy peruano,Hembra,643.45,26,18,blanco,Sano,58
Cuy Andino,m,995.75,NA,NA,marrón,NA,24
Cuy americano,macho,931.14,NA,18,marrón,Gordo,45
Peruano,macho,851.51,NA,20,negro,Sano,52
peruano,h,793.19,NA,NA,negro,NA,38
Cuy peruano,m,743.3,NA,20,Blanco,sano,57
andino,Macho,982.5,NA,18,blanco,gordo,40
Andino,Hembra,677.18,NA,NA,marrón,NA,18
Cuy Peruano,Macho,756.49,26,NA,Blanco,NA,26
Cuy Andino,Macho,890.86,24,17,blanco,Gordo,37
Cuy abisinio,Macho,NA,26,NA,Pintado,NA,37
Cuy andino,H,747.14,24,15,Blanco,Gordo,36
peruano,macho,NA,NA,21,marrón,NA,51
peruano,Macho,708.31,NA,20,negro,Sano,37
Cuy peruano,macho,NA,26,NA,Pintado,NA,51
Peruano,m,894.69,23,19,Negro,sano,48
Cuy Andino,H,586,28,NA,Negro,NA,41
Cuy Andino,h,731.56,24,NA,Marrón,NA,34
Cuy peruano,h,624.96,NA,19,negro,Sano,56
Cuy andino,Macho,NA,27,NA,tricolor,NA,61
Cuy Peruano,h,616.81,25,18,pintado,Sano,44
andino,Macho,805.71,NA,18,marrón,Sano,18
NA,macho,599.12,NA,NA,Pintado,NA,NA
Cuy andino,Macho,671.32,NA,18,negro,sano,46
hibrido,macho,1413.66,NA,22,Tricolor,Gordo,57
Cuy Peruano,H,NA,NA,18,marrón,NA,26
Andino,m,706.21,24,18,Negro,Sano,47
peruano,Hembra,799.82,28,NA,Blanco,NA,36
Andino,Hembra,718.8,25,16,Tricolor,gordo,30
Cuy Abisinio,Macho,685.34,21,17,marrón oscuro,Sano,18
híbrido,m,948.55,29,NA,tricolor,NA,60
Peruano,M,713.02,NA,NA,Blanco,NA,48
peruano,m,615.31,25,20,Blanco,Sano,NA
híbrido,m,821.22,23,NA,tricolor,NA,24
peruano,m,801.38,29,21,Negro,Sano,24
Cuy Peruano,h,716.12,25,17,Blanco,Gordo,14
Andino,macho,NA,29,NA,Tricolor,NA,54
Cuy híbrido,Hembra,650.37,NA,16,Tricolor,Gordo,19
peruano,hembra,NA,25,NA,negro,NA,17
Andino,H,729.71,NA,14,marrón,gordo,14
Abisinio,Macho,479.89,20,NA,Gris,NA,18
Cuy Peruano,m,608.39,24,19,Pintado,Sano,15
Cuy peruano,M,828.41,26,19,Blanco,Sano,23
Cuy Peruano,Macho,999.31,25,NA,marrón,NA,25
adinon,hembra,640.76,NA,NA,blanco,NA,18
Andino,Macho,745.61,23,16,Negro,goordo,49
peruano,H,706.53,23,17,Negro,Sano,28
peruano,macho,NA,30,20,blanco,NA,41
Andino,m,718.03,NA,17,negro,Sano,47
Cuy Andino,h,605.67,20,NA,negro,NA,38
Cuy Andino,Macho,888.86,30,NA,Blanco,NA,59
peruano,Hembra,535.64,22,18,Blanco,sano,16
Cuy Abisinio,Macho,594.04,25,NA,pintado,NA,56
Cuy andino,m,833.81,31,18,Blanco,Gordo,49
Cuy Híbrido,M,1163.64,28,22,Marrón,Sano,37
Cuy Peruano,Macho,727.91,26,21,Blanco,Sano,44
Cuy,m,NA,20,18,Tricolor,NA,38
Cuy Peruano,hembra,688.91,21,NA,negro,NA,39
Cuy Peruano,Hembra,812.14,25,17,blanco,Gordo,35
Peruano,m,807.03,NA,NA,blanco,NA,62
Cuy peruano,hembra,657.64,26,18,Pintado,sano,63
Cuy americano,m,1059.14,33,NA,blanco,NA,28
Híbrido,Hembra,1044.91,NA,21,Blanco,Sano,49
NA,Hembra,875.42,17,22,tricolor,Sano,36
hibrido,H,729.91,NA,15,Tricolor,Gordo,18
Cuy andino,Macho,720.22,26,16,Negro,gordo,15
Cuy peruano,hembra,689.96,NA,19,Marrón,sano,42
adinon,macho,748.01,21,NA,Negro,NA,33
Peruano,h,711.07,NA,NA,negro,NA,15
Abisinio,M,633.85,NA,16,Negro,Gordo,37
Cuy Andino,macho,770.88,25,17,negro,Gordo,59
andino,macho,NA,25,NA,blanco,NA,25
Cuy Peruano,macho,818.78,27,NA,marrón,NA,32
peruano,macho,NA,23,20,Blanco,NA,13
Cuy Andino,macho,762.19,31,18,blanco,sano,48
Cuy abisinio,Macho,665.15,NA,17,Marrón Oscuro,sano,58
andino,H,909.36,25,NA,negro,NA,14
Cuy Andino,M,800.9,30,18,tricolor,Gordo,30
Peruano,Hembra,NA,24,NA,Blanco,NA,50
Peruano,Macho,974.72,NA,19,blanco,Gordo,27
Cuy Andino,Hembra,805.04,25,17,Negro,Gordo,22
Cuy peruano,macho,685.75,26,19,blanco,Sanoo,65
Cuy Híbrido,hembra,1141.56,24,24,blanco,Sano,25
NA,macho,956.12,NA,19,Tricolor,Gordo,13
Cuy peruano,H,766.41,29,18,Blanco,Sano,42
Hibrido,H,1060.48,19,21,Tricolor,Sano,54
híbrido,m,914.52,22,NA,blanco,NA,23
peruano,Macho,839.34,26,21,Blanco,Sano,58
Cuy Peruano,M,NA,23,20,Blanco,NA,15
Peruano,macho,781,NA,20,pintado,Sano,57
Cuy peruano,Macho,852.41,27,21,blanco,Sano,37
Cuy peruano,hembra,NA,29,NA,blanco,NA,43
Cuy Abismo,Macho,NA,NA,16,Pintado,NA,28
Cuy Peruano,hembra,636.81,26,18,Marrón,Sano,44
Cuy Peruano,hembra,797.17,NA,18,Negro,sano,12
adinon,m,712.23,28,NA,Tricolor,NA,56
andino,Macho,725.59,22,19,Tricolor,Sano,31
peruano,h,857.84,NA,18,blanco,Gordo,62
híbrido,Hembra,415.96,NA,NA,pintado,NA,27
Cuy Andino,m,NA,26,19,Blanco,NA,30
Abisinio,m,471.43,23,14,gris,Sano,36
Cuy Peruano,Hembra,845.99,31,18,Blanco,Sano,45
Cuy peruano,H,627.34,24,NA,Blanco,NA,37
peruano,H,734.9,27,18,Pintado,sano,27
peruano,macho,856.93,27,21,Blanco,Sano,38
Cuy peruano,Macho,638.49,26,20,negro,Sano,38
andino,macho,731.95,28,16,Blanco,Gordo,31
Andino,Macho,NA,25,NA,Marrón,NA,30
andino,M,NA,23,17,rojizo,NA,34
Cuy americano,Macho,849.37,24,NA,blanco,NA,62
peruano,macho,1070.3,NA,19,marrón,Gordo,27
Cuy peruano,h,560.49,32,16,Negro,Sano,30
Cuy peruano,hembra,762.98,27,16,Negro,Gordo,51
Cuy Andino,h,636.36,26,15,Blanco,Gordo,42
Cuy peruano,hembra,778.68,27,18,pintado,Sano,23
Peruano,macho,879.73,NA,20,Pintado,sano,43
Peruano,H,785.78,NA,17,blanco,Gordo,30
Cuy abisinio,Macho,646.99,23,17,Pintado,Sano,25
peruano,M,757.17,NA,NA,marrón,NA,40
Cuy abisinio,macho,623.31,23,NA,marrón oscuro,NA,29
Cuy Peruano,hembra,761.62,24,19,Blanco,Sano,21
peruano,Hembra,745.61,NA,18,pintado,Sano,36
andino,Hembra,NA,23,16,rojizo,NA,14
peruano,hembra,NA,NA,NA,Blanco,NA,27
peruano,hembra,893.94,NA,19,Marrón,Gordo,33
Cuy Híbrido,hembra,852.49,20,18,Tricolor,gordo,57
Peruano,H,824.72,30,18,Negro,sano,49
Peruano,Macho,1025.45,NA,20,Blanco,Gordo,27
peruano,M,832.15,28,NA,blanco,NA,31
peruano,H,719.99,25,20,blanco,Sano,19
Cuy Peruano,M,892.66,25,19,Blanco,sano,39
peruano,macho,NA,24,20,Blanco,NA,13
Peruano,h,833.05,NA,18,pintado,Gordo,21
peruano,Macho,822.52,25,21,Marrón,Sano,49
Peruano,Hembra,682.01,21,18,marrón,Sano,61
Cuy Peruano,Macho,853.87,26,19,Marrón,sano,39
Peruano,h,701.82,24,NA,Negro,NA,49
Cuy Abisinio,M,546.48,26,NA,negro,NA,53
Cuy Peruano,H,NA,24,18,Blanco,NA,41
Cuy Peruano,H,697.57,23,19,Marrón,Sano,14
Peruano,Hembra,NA,22,19,Pintadoo,NA,42
peruano,Macho,958.13,30,NA,Negro,NA,47
Abisinio,m,651.29,22,17,negro,Sano,62
Cuy Peruano,hembra,NA,24,19,Marrón,NA,25
Peruano,h,684.02,26,18,Negro,Sano,21
Peruano,Macho,NA,27,21,blanco,NA,36
Cuy Americano,Hembra,NA,NA,NA,Blanco,NA,12
Abisinio,Macho,576.87,24,15,Gris,Gordo,51
Cuy Híbrido,Macho,821.1,31,NA,Pintado,NA,26
Cuy Peruano,h,574.73,NA,18,Marrón,Sano,30
Cuy Peruano,Hembra,NA,27,18,negro,NA,25
Cuy Andino,Macho,919.94,27,18,Negro,Gordo,60
Andino,H,NA,20,19,Negro,NA,20
Cuy Andino,hembra,713.15,24,16,Tricolor,Gordo,41
Andino,macho,902.03,24,NA,negro,NA,17
Cuy Andino,macho,781.08,23,15,Negro,Gordo,64
Cuy Americano,Macho,721.04,NA,18,blanco,Sano,25
Cuy andino,M,635.97,23,17,Negro,Sano,53
peruano,M,984.46,27,NA,blanco,NA,44
Peruano,Macho,992.91,NA,NA,Blanco,NA,34
Cuy andino,Hembra,732.92,NA,16,Negro,Gordo,43
NA,Macho,NA,31,25,Blanco,NA,35
Peruano,macho,832.06,30,NA,Blanco,NA,27
Cuy andino,Hembra,822.36,NA,17,Negro,gordo,58
Cuy andino,Macho,1030.08,24,18,marrón,Gordo,36
peruano,h,602.69,25,18,Negroo,Sano,33
Cuy Peruano,Macho,773.93,29,NA,Blanco,NA,25
Andino,macho,837.28,NA,17,Rojizo,Gordo,32
Cuy Andino,macho,734.73,NA,17,rojizo,Sano,64
Cuy peruano,Hembra,783.97,26,16,Blanco,Gordo,35
andino,macho,732.61,25,18,Blanco,sano,16
peruano,macho,735.45,NA,19,Negro,sano,NA
Americano,m,851.22,24,21,Marrón,Sano,38
peruano,Macho,822.25,31,NA,blanco,NA,36
peruano,H,NA,NA,18,Blanco,NA,55
Cuy americano,Macho,NA,31,NA,Gris,NA,37
Cuy Peruano,Hembra,687.26,25,16,pintado,gordo,22
Peruano,Hembra,710.9,NA,18,Blanco,sano,31
Cuy peruano,H,640.5,25,19,negro,sano,18
Cuy peruano,Hembra,999.89,23,NA,marrón,NA,22
Cuy andino,macho,737.77,28,17,Marrón,Gordo,21
Andino,macho,775.92,NA,NA,tricolor,NA,43
Cuy peruano,H,601.58,NA,NA,Marrón,NA,19
Cuy Abisinio,hembra,546.1,21,17,Marrón Oscuro,Sanoo,16
hibrido,H,1178.68,31,22,Blanco,sano,52
Cuy Peruano,Hembra,637.94,NA,18,Blanco,sano,30
Cuy andino,H,662.74,21,NA,negro,NA,52
Andino,Macho,NA,27,NA,negro,NA,32
Cuy andino,h,747.91,21,16,Blanco,Gordo,28
aNDino,m,890.23,25,19,Negro,sano,52
Peruano,h,582.18,24,19,Blanco,sano,36
híbrido,h,NA,33,NA,marrón,NA,51
Cuy Abisinio,Macho,506.18,23,17,Negro,Sano,36
Cuy Peruano,M,959.47,28,NA,Blanco,NA,25
Cuy andino,M,NA,20,NA,Negro,NA,47
Abisinio,Macho,684.49,21,16,Marrón Oscuro,gordo,33
Cuy Peruano,m,877.79,28,20,blanco,Sano,57
Cuy peruano,Macho,882.98,29,20,negro,sano,36
hibrido,macho,806.36,26,19,pintado,Sano,21
Cuy Americano,M,921.57,34,20,marrón,sano,33
Cuy Peruano,h,663.02,NA,18,Negro,sano,16
Peruano,Macho,680.92,NA,20,Blanco,Sano,21
Cuy peruano,Macho,NA,25,NA,Negro,NA,26
andino,m,863.08,25,18,Marrón,Gordo,16
andino,Hembra,711.04,21,15,Marrón,gordo,26
Cuy Abisinio,m,497.9,NA,NA,Marrón Oscuro,NA,14
Cuy Andino,H,778.32,24,16,Marrón,gordo,30
Cuy Peruano,Macho,1074.13,NA,20,Pintado,gordo,59
aNDino,h,688.16,NA,16,Blanco,Gordo,44
Cuy Andino,Macho,994.5,27,18,Rojizo,Gordo,63
andino,H,817.99,23,16,Blanco,gordo,34
peruanoo,M,685.66,25,NA,negro,NA,16
Peruano,H,697.4,24,19,Negro,sano,39
Cuy peruano,H,676.07,NA,17,pintado,Sano,56
Peruano,M,NA,26,18,Negro,NA,32
peruano,M,NA,NA,20,negro,NA,14
cuy,Hembra,860.62,NA,21,Tricolor,sano,43
híbrido,M,744.28,NA,13,Tricolor,Obeso,35
Cuy peruano,h,757.65,25,NA,Negro,NA,53
Cuy peruano,hembra,NA,21,20,negro,NA,13
Cuy peruano,H,624.22,27,19,Negro,sano,38
Cuy andino,macho,893.1,28,18,Rojizo,Gordo,52
Cuy americano,Macho,1052.79,28,21,Blanco,Sano,19
Peruano,macho,890.32,27,20,negro,Sano,13
Peruano,Macho,NA,30,21,Negro,NA,15
Cuy peruano,macho,930.29,29,NA,Negro,NA,62
Cuy peruano,M,809.7,NA,19,blanco,sano,34
Peruano,H,806.63,25,NA,Negro,NA,41
Cuy Andino,m,NA,22,NA,Negro,NA,18
Peruano,hembra,NA,29,NA,Marrón,NA,57
Peruano,m,775.4,26,NA,Pintado,NA,24
Cuy peruano,Hembra,596.96,23,17,blanco,Sano,46
Cuy Andino,m,760.06,31,NA,Rojizo,NA,54
Cuy híbrido,macho,985.57,25,NA,Tricolor,NA,18
Peruano,Macho,650.56,26,19,Marrón,Sano,31
Cuy andino,h,731.69,23,NA,negro,NA,12
peruano,h,666.47,26,NA,marrón,NA,17
Cuy Andino,Macho,854.59,30,18,Blanco,Sano,22
Abisinio,macho,594.88,NA,17,negro,Sano,18
peruano,hembra,796.97,NA,19,Pintado,sano,54
híbrido,hembra,NA,25,NA,pintado,NA,38
NA,Macho,1240.91,27,28,Blanco,Sano,13
Cuy Peruano,hembra,662.43,19,NA,pintadoo,NA,59
Peruano,Hembra,661.42,27,NA,Pintado,NA,55
Peruano,H,768.16,24,NA,Blanco,NA,32
peruano,mmachoo,719.2,23,18,Negro,Sano,40
Peruano,Hembra,520.64,18,NA,Blanco,NA,38
peruano,h,NA,28,18,Blanco,NA,63
Andino,h,758.73,22,15,Blanco,Obeso,32
Híbrido,Macho,1472.85,34,18,Marrón,Obeso,51
Cuy andino,hembra,710.05,NA,17,Negro,Sano,57
Cuy Andino,Macho,691.17,28,20,Negro,Sano,29
Cuy Peruano,Macho,675.11,32,19,Negro,sano,25
Peruano,m,551.24,NA,NA,Blanco,NA,21
andino,macho,NA,23,18,Marrón,NA,60
Andino,macho,849.94,30,17,Negro,Gordo,17
Peruano,h,676.46,23,17,Negro,Sano,36
andino,macho,963,23,18,Blanco,Gordo,26
Cuy peruano,h,639.02,27,18,pintado,Sano,59
Cuy andino,H,760.24,NA,NA,negro,NA,48
Cuy peruano,M,814.2,26,21,Blanco,sano,24
andino,H,777.94,NA,NA,Rojizo,NA,21
Cuy Andino,hembra,753.89,22,17,Negro,gordo,25
andino,h,672.97,25,NA,Negro,NA,25
Cuy peruano,h,614.5,26,NA,Marrón,NA,37
Cuy andino,macho,908.99,NA,NA,marrón,NA,56
peruano,Hembra,758.14,31,19,blanco,sano,14
Cuy Andino,h,943.33,25,17,negro,gordoo,49
Cuy peruano,macho,655.76,26,20,blanco,Sano,17
Cuy,hembra,771.06,27,NA,Tricolor,NA,46
Cuy andino,M,779.06,24,18,Negro,sano,33
hibrido,m,1392.08,26,22,Blanco,gordo,29
Cuy híbrido,hembra,1049.36,NA,17,blanco,Obeso,62
peruano,Macho,951.5,29,17,Blanco,gordo,34
andino,H,592.31,22,16,Blanco,sano,54
peruano,Hembra,NA,27,NA,Marrón,NA,29
Cuy Andino,H,772.63,23,16,Marrón,gordo,56
andino,h,769.92,23,16,Blanco,gordo,33
Americano,Hembra,612.15,27,20,negro,Sano,43
Cuy Andino,macho,NA,27,17,negro,NA,16
Cuy peruano,H,617.31,28,19,negro,sano,30
Cuy Peruano,Macho,929.85,24,NA,Blanco,NA,26
Híbrido,macho,1358.53,NA,19,Tricolor,Obeso,50
Cuy peruano,h,845.05,25,NA,Blanco,NA,44
aNDino,macho,666.21,27,NA,Blanco,NA,54
Cuy Andino,macho,873.73,21,NA,Marrón,NA,25
Cuy Peruano,Macho,835.76,28,NA,Blanco,NA,65
Peruano,H,707.03,NA,NA,Blanco,NA,21
Cuy abisinio,m,561.51,22,17,Marrón Oscuro,Sano,36
Peruano,M,729.5,25,19,Blanco,Sano,37
Cuy peruano,M,NA,26,21,negro,NA,46
peruano,macho,895.62,NA,20,Marrón,sanoo,31
Peruano,macho,675.02,26,19,blanco,Sano,43
Cuy Andino,M,741.78,28,NA,Blanco,NA,40
Cuy Peruano,H,680.85,NA,16,Blanco,Gordo,59
peruano,m,675.06,24,NA,blanco,NA,26
Cuy híbrido,macho,NA,18,18,Tricolor,NA,15
Cuy Abisinio,M,576.58,NA,17,marrón oscuro,Sano,54
Cuy Peruano,H,913.03,24,18,negro,Gordo,35
Cuy Peruano,Macho,877.67,26,20,Marrón,Sano,57
Peruano,macho,930.08,NA,21,blanco,Sano,24
Cuy peruano,Macho,592.99,21,NA,Negroo,NA,65
Cuy Andino,machoo,656.27,28,18,Blanco,Sano,59
Cuy peruano,Hembra,NA,25,16,Pintado,NA,45
Abisinio,Macho,NA,25,NA,Gris,NA,42
Cuy americano,Macho,1067.67,30,NA,Negro,NA,41
Cuy peruano,Hembra,660.44,23,17,Blanco,Sano,53
Cuy Peruano,Macho,855.57,31,20,marrón,Sanoo,26
peruano,macho,881.78,28,21,Negro,sanoo,21
peruano,Macho,746.32,26,18,Blanco,Sano,63
Cuy Peruano,Hembra,539.87,NA,18,Negro,Sano,29
andino,m,775,30,NA,negro,NA,19
Cuy Peruano,Macho,794.1,NA,19,blanco,sano,18
Americano,macho,905.09,28,22,marrón,Sano,59
Cuy Abisinio,Macho,628.29,25,NA,pintado,NA,13
Cuy peruano,macho,936.68,22,19,blanco,sano,39
peruano,h,712.24,30,NA,Blanco,NA,28
Peruano,Macho,807.45,28,18,marrón,Sano,59
peruano,H,708.77,NA,20,blanco,sano,33
Cuy andino,h,637.49,24,15,negro,Gordo,26
Cuy Híbrido,Macho,1271.14,35,17,Tricolor,obeso,NA
Cuy Peruano,macho,726.6,NA,21,Blanco,sano,32
Cuy peruano,macho,694.14,27,20,Blanco,Sano,15
Peruano,Macho,857.4,29,NA,blanco,NA,45
Cuy Peruano,Hembra,821.96,30,NA,blanco,NA,25
Peruano,macho,826.55,33,20,Blanco,Sano,53
híbrido,Hembra,404.61,24,NA,tricolor,NA,34
Andino,hembra,753.91,20,17,blanco,Gordo,23
Cuy abisinio,Macho,605.61,22,16,Marrón Oscuro,Sano,39
Peruano,h,757.71,NA,19,marrón,sano,47
Cuy híbrido,macho,NA,26,21,Pintado,NA,20
Cuy americano,macho,684.19,NA,20,Blanco,Sano,17
andino,h,716.26,NA,NA,negro,NA,38
Cuy peruano,Macho,1091.25,29,NA,Blanco,NA,22
andino,Macho,684.92,NA,NA,negro,NA,45
Cuy Abisinio,Macho,550.27,22,17,negro,Sano,56
Cuy abisinio,macho,547.93,28,16,Marrón Oscuro,Sano,34
peruano,hembra,693.49,23,19,Negro,Sano,25
Cuy peruano,hembra,997.43,NA,19,Pintado,gordo,10
Cuy Americano,Macho,922.82,30,NA,Blanco,NA,45
Cuy Peruano,hembra,549.15,NA,NA,Pintado,NA,43
Cuy Abisinio,macho,503.28,22,17,Gris,Sano,29
peruano,macho,706.66,29,19,Blanco,Sano,63
Cuy peruano,H,NA,NA,18,Negro,NA,47
Cuy andino,h,624.85,NA,18,Blanco,sano,27
Cuy Peruano,h,733.71,25,18,Blanco,Sanoo,17
cuy,h,594.78,NA,18,marrón,sano,31
Cuy Andino,M,929.97,26,19,Tricolor,Gordo,40
andino,macho,577.44,26,NA,marrón,NA,53
Cuy Peruano,macho,977.38,27,NA,Blanco,NA,26
Cuy peruano,Macho,NA,26,18,Negro,NA,56
Cuy americano,m,827.8,32,20,negro,Sano,56
peruano,Hembra,626.63,24,NA,Blanco,NA,25
Cuy peruano,hembra,650.17,NA,16,Negro,sano,18
Andino,Macho,855.65,NA,18,Blanco,gordo,41
Cuy Híbrido,m,820.91,NA,21,Tricolor,sano,39
Peruano,Macho,654.34,28,NA,blanco,NA,28
Peruano,macho,706.01,23,21,Negro,sano,22
Cuy Peruano,h,699.13,22,18,blanco,Sano,32
Cuy Peruano,hembra,791.91,24,NA,negro,NA,62
Cuy peruano,M,579.08,26,NA,Pintado,NA,45
Peruano,m,1003.73,NA,19,Negro,gordo,40
Cuy peruano,H,733.32,27,19,blanco,Sano,41
Cuy andino,macho,821.28,NA,19,Negro,Sano,21
andino,Macho,806.41,27,NA,blanco,NA,34
Cuy peruano,Hembra,740.76,NA,17,Negro,Sano,21
Cuy Peruano,macho,976.8,27,NA,Blanco,NA,58
Cuy Abisinio,Macho,611.1,21,17,Marrón Oscuro,Sano,63
Cuy Peruano,h,744.76,24,18,negro,Sano,36
peruano,macho,931.1,28,18,Blanco,Gordo,11
Cuy abisinio,macho,543.99,26,15,gris,sano,27
Cuy peruano,macho,879.99,NA,20,negro,sano,55
Cuy Peruano,macho,876.05,28,20,Negro,Sano,16
Cuy Peruano,H,784.6,28,19,blanco,Sano,28
